transaction_id,customer_id,source_table,amount,country_risk_score,velocity_24h,kyc_complete,kyb_complete,is_cross_border,rule_alert,model_probability,risk_tier
TX100155,4971,core_banking,1902.28,7,1,1,1,1,0,0.23623732354787513,Low
TX100156,1757,cards,1585.39,4,6,0,1,0,0,0.39543772927349835,Medium
TX100157,4342,kyc,5178.13,2,0,1,1,1,0,0.062458103996836885,Low
TX100158,4030,cards,1768.3,10,4,1,1,1,1,0.6015410985357347,Medium
TX100159,5703,wire,4917.28,8,1,1,1,0,1,0.20785640524413182,Low
TX100160,6976,wire,4922.63,9,1,1,1,0,1,0.25774771202285013,Low
TX100161,4985,cards,3403.61,1,3,1,1,0,0,0.05463617470292465,Low
TX100162,3455,kyc,4828.54,6,5,1,1,0,0,0.28884481447092764,Low
TX100163,3438,core_banking,6868.46,2,2,1,1,0,0,0.06299673305831084,Low
TX100164,3507,cards,3294.38,4,4,1,1,0,0,0.14620308658964626,Low
TX100165,5884,wire,2260.03,7,2,1,1,0,0,0.18832987165873558,Low
TX100166,2927,core_banking,8288.8,3,4,1,1,0,0,0.13355421952753466,Low
TX100167,2001,kyc,4785.16,1,6,1,0,0,0,0.20545878594907693,Low
TX100168,3005,core_banking,5716.29,9,2,1,1,1,1,0.4427694530671665,Medium
TX100169,1136,wire,6519.67,1,4,1,1,0,0,0.0764342181978466,Low
TX100170,1636,wire,4224.05,5,6,1,1,1,0,0.40079390775652074,Medium
TX100171,1540,kyc,2580.66,7,1,1,0,0,0,0.269004951427911,Low
TX100172,5629,core_banking,1964.83,10,6,1,1,1,1,0.7147912247757999,High
TX100173,5334,core_banking,3332.74,10,3,1,1,0,1,0.4174247434634681,Medium
TX100174,5180,wire,5894.36,2,9,1,1,0,1,0.2721587550473257,Low
TX100175,3771,kyc,6175.91,2,3,1,1,0,0,0.07771233712126124,Low
TX100176,5302,kyc,4204.47,10,3,1,0,0,1,0.5980042753556907,Medium
TX100177,1967,core_banking,5178.09,10,1,1,1,0,1,0.316745921721135,Low
TX100178,6403,cards,1206.36,3,4,1,1,0,0,0.10738092144367026,Low
TX100179,4006,cards,2288.35,6,4,1,1,0,0,0.22445204358684864,Low
TX100180,6628,kyc,7121.72,5,2,1,1,0,0,0.1357860594126421,Low
TX100181,1913,wire,1582.17,9,1,1,1,0,1,0.23602018276973497,Low
TX100182,3983,cards,4193.44,9,4,1,1,1,1,0.5539813859185451,Medium
TX100183,5177,core_banking,3833.62,7,5,1,1,1,0,0.4735688363356918,Medium
TX100184,3973,wire,3249.1,8,7,1,1,0,1,0.5259064050912837,Medium
TX100185,3676,cards,7178.12,4,2,1,1,1,0,0.17097034586448445,Low
TX100186,1997,core_banking,4569.64,6,3,1,1,1,0,0.2973262668871326,Low
TX100187,3286,core_banking,1099.41,2,4,1,1,0,0,0.08305681280464028,Low
TX100188,2432,wire,6100.69,2,1,1,1,0,0,0.048500001790198935,Low
TX100189,2809,wire,2192.7,7,5,1,1,0,0,0.32887989316113775,Low
TX100190,5102,cards,930.87,1,1,1,1,0,0,0.031146258115984163,Low
TX100191,4781,kyc,7648.43,10,3,1,1,0,1,0.4545495719354934,Medium
TX100192,4643,wire,1112.27,1,2,1,1,0,0,0.039884318583157566,Low
TX100193,3170,wire,2553.75,4,3,1,1,0,0,0.11500374197823011,Low
TX100194,6758,core_banking,4882.93,5,4,1,0,0,0,0.32539281704189554,Low
TX100195,1525,cards,3383.6,5,3,1,1,0,0,0.1503863586020754,Low
TX100196,3055,kyc,1950.26,7,3,1,1,0,0,0.22763022962473725,Low
TX100197,1708,cards,1347.87,5,3,1,1,1,0,0.2222115786874437,Low
TX100198,3033,wire,1702.61,5,3,1,1,0,0,0.14302262910449784,Low
TX100199,6771,kyc,1239.62,2,3,1,1,0,0,0.06619805398468083,Low
TX100200,3197,wire,3208.35,3,2,1,1,1,0,0.11944380372411087,Low
TX100201,6451,wire,2110.4,1,2,0,0,0,0,0.17564505064393615,Low
TX100202,3970,core_banking,917.12,7,1,1,0,0,0,0.2577108188746348,Low
TX100203,5198,cards,2726.52,10,7,1,1,0,1,0.6559794797269592,High
TX100204,3744,core_banking,1913.68,5,4,0,1,0,0,0.34682580585749834,Low
TX100205,2595,core_banking,4760.49,8,3,1,0,0,1,0.4642155731047743,Medium
TX100206,5585,wire,5229.72,10,5,1,1,0,1,0.5579978097963102,Medium
TX100207,6815,core_banking,13932.32,10,5,1,1,0,1,0.6312612026314655,Medium
TX100208,2581,cards,6958.93,1,2,1,1,0,0,0.04850177389458484,Low
TX100209,5672,cards,1226.29,10,2,1,1,1,1,0.4732555871144536,Medium
TX100210,2566,cards,414.44,6,4,1,1,1,0,0.3196252355455892,Low
TX100211,5301,wire,797.32,10,5,1,1,1,1,0.6520145479414113,High
TX100212,5734,cards,2202.76,8,3,1,1,0,1,0.2823360490152049,Low
TX100213,3696,kyc,729.26,2,7,1,1,0,0,0.15916207523126458,Low
TX100214,5421,cards,1966.24,10,5,1,1,0,1,0.5296697022701617,Medium
TX100215,2633,kyc,3760.32,6,3,0,1,0,0,0.3685624679834896,Medium
TX100216,1475,kyc,2073.15,6,1,1,1,0,0,0.11947199403008053,Low
TX100217,1578,cards,4811.42,5,5,1,1,0,0,0.23476458004687414,Low
TX100218,3682,kyc,1981.28,9,2,1,1,1,1,0.41080096975531555,Medium
TX100219,6415,cards,1699.42,7,4,1,1,1,0,0.39400209557899163,Medium
TX100220,1765,kyc,20090.61,7,4,1,1,0,0,0.4165800409886744,Medium
TX100221,3734,kyc,3522.64,9,3,1,1,0,1,0.3528106041859916,Medium
TX100222,5224,cards,4072.52,6,2,1,1,0,0,0.15743186100317733,Low
TX100223,2214,cards,8469.64,10,3,1,1,0,1,0.4616846148562534,Medium
TX100224,5329,kyc,8752.11,6,2,1,1,1,0,0.2761427724438477,Low
TX100225,2835,wire,2524.82,1,3,1,0,1,0,0.1636070120116235,Low
TX100226,5851,wire,10362.62,2,1,1,0,0,0,0.10647079480408111,Low
TX100227,4475,wire,2324.19,8,2,1,1,0,1,0.23529441387475056,Low
TX100228,4281,core_banking,10059.22,9,5,1,1,0,1,0.5304803335532055,Medium
TX100229,2060,core_banking,1060.17,8,2,1,1,1,1,0.33784911778251053,Low
TX100230,3779,kyc,2679.16,4,3,1,1,0,0,0.11545123621613913,Low
TX100231,6139,cards,4548.71,8,2,1,1,1,1,0.36567994779565494,Medium
TX100232,1117,kyc,5222.82,3,3,0,1,0,0,0.2096226798326763,Low
TX100233,5551,cards,1566.18,3,3,1,1,1,0,0.14122122724627073,Low
TX100234,3956,kyc,700.11,7,0,1,1,0,0,0.11758550225348324,Low
TX100235,5316,wire,5769.31,2,5,1,1,0,0,0.12046075710731569,Low
TX100236,4979,core_banking,2961.06,8,5,1,1,0,1,0.39978454930341994,Medium
TX100237,3592,cards,2463.28,4,5,1,1,1,0,0.2701650784247397,Low
TX100238,2852,kyc,19042.0,6,4,1,1,0,0,0.34219450136573903,Low
TX100239,4763,core_banking,2716.2,5,4,1,1,0,0,0.18169093664843172,Low
TX100240,1841,core_banking,2171.28,9,5,1,1,0,1,0.46157461649066805,Medium
TX100241,4504,core_banking,601.77,9,1,1,1,0,1,0.22988900470359042,Low
TX100242,1568,wire,1232.99,4,1,1,1,0,0,0.06998984469704016,Low
TX100243,4899,kyc,8741.34,10,5,1,1,0,1,0.5880589399740624,Medium
TX100244,4772,kyc,1762.65,5,2,0,1,0,0,0.24263128748167342,Low
TX100245,1506,kyc,6826.1,9,2,1,1,0,1,0.32276660183032396,Low
TX100246,5544,kyc,999.74,4,0,1,1,1,0,0.09153714955180386,Low
TX100247,3494,kyc,1526.61,3,1,1,1,1,0,0.09058040739127869,Low
TX100248,5721,wire,1488.15,9,2,1,1,0,1,0.2833479579551232,Low
TX100249,1249,kyc,5865.03,5,3,1,1,1,0,0.2507297719809613,Low
TX100250,2076,wire,2945.67,7,0,1,1,0,0,0.1259886487129951,Low
TX100251,3963,core_banking,1199.15,9,6,0,1,0,1,0.7235161085333147,High
TX100252,2129,core_banking,7438.94,5,2,1,1,0,0,0.1370942177716057,Low
TX100253,2979,core_banking,5968.78,5,2,1,0,0,0,0.23306356420952176,Low
TX100254,4963,cards,5117.55,10,4,1,1,0,1,0.49477875229730633,Medium
TX100255,1867,cards,4891.45,2,4,1,1,0,0,0.09374016974402975,Low
TX100256,5066,wire,1550.04,1,0,1,1,1,0,0.04246229472285601,Low
TX100257,1620,wire,12817.67,5,8,1,1,0,1,0.4622267205125933,Medium
TX100258,2051,cards,3291.05,10,0,0,1,1,1,0.5902954175699059,Medium
TX100259,4525,wire,4760.03,8,3,1,1,0,1,0.30081940910382554,Low
TX100260,5760,kyc,5339.67,1,1,1,1,0,0,0.03615512864699822,Low
TX100261,2023,core_banking,1415.3,8,3,1,1,1,1,0.3988007479968665,Medium
TX100262,2799,cards,24255.32,1,4,1,1,0,0,0.13341867998912826,Low
TX100263,6550,kyc,3543.73,8,5,1,1,1,1,0.5409159381876814,Medium
TX100264,6938,kyc,3764.6,1,0,1,1,0,0,0.026903182321632458,Low
TX100265,4486,cards,2410.24,3,10,1,1,0,1,0.3599360768292041,Medium
TX100266,3682,wire,11498.51,6,1,1,1,0,0,0.15875081373717997,Low
TX100267,3081,wire,11994.11,6,4,1,1,0,0,0.28900813532899594,Low
TX100268,4674,wire,4265.41,5,3,1,1,0,0,0.15437247289887454,Low
TX100269,4545,kyc,840.65,2,4,1,1,1,0,0.13463578295258388,Low
TX100270,2768,core_banking,3088.8,9,3,1,1,1,1,0.4820347370616175,Medium
TX100271,1136,wire,3411.85,2,3,1,0,0,0,0.13347401875490922,Low
TX100272,1908,core_banking,2317.76,9,2,1,0,0,1,0.4504436327641743,Medium
TX100273,6751,kyc,1361.95,9,2,1,1,0,1,0.28245189252367886,Low
TX100274,3508,wire,769.52,5,4,1,1,0,0,0.17177963453836867,Low
TX100275,3893,wire,15853.46,3,3,1,1,0,0,0.13527182926309433,Low
TX100276,3802,kyc,7643.39,5,4,1,0,0,0,0.3469481123273075,Low
TX100277,5696,kyc,3768.57,8,7,1,1,1,1,0.6619284591629453,High
TX100278,1389,kyc,1901.17,8,2,1,0,0,1,0.3790790430830135,Medium
TX100279,1496,kyc,5219.26,8,3,1,0,0,1,0.4682114594137377,Medium
TX100280,2655,wire,4465.47,2,1,1,1,0,0,0.0459260561327537,Low
TX100281,3919,cards,2437.8,3,6,1,1,0,0,0.17155067020068138,Low
TX100282,5026,cards,5375.93,6,2,1,1,0,0,0.1635781203490637,Low
TX100283,3944,cards,6077.72,1,1,1,1,0,0,0.03706617725631325,Low
TX100284,3647,wire,7239.85,6,3,1,1,0,0,0.2113836458759228,Low
TX100285,6626,kyc,1497.97,4,4,1,1,0,0,0.1385278845678929,Low
TX100286,1966,cards,5604.13,5,5,1,1,1,0,0.3534621237301671,Medium
TX100287,4430,wire,11820.25,6,2,1,1,0,0,0.19681968269162034,Low
TX100288,4253,cards,4896.95,4,4,1,1,0,0,0.15334451402563837,Low
TX100289,3840,wire,33130.51,4,3,0,1,0,1,0.4823992378889273,Medium
TX100290,5845,kyc,3039.98,5,1,1,1,0,0,0.09590288654876974,Low
TX100291,2601,cards,653.46,4,1,0,0,0,0,0.26754210542947304,Low
TX100292,6722,cards,1557.92,6,3,1,1,0,0,0.18012914028894036,Low
TX100293,2989,core_banking,1864.41,1,1,1,1,0,0,0.0321474801638935,Low
TX100294,4270,cards,6365.07,1,5,1,1,0,0,0.09558931143542918,Low
TX100295,4124,cards,8365.17,6,3,1,1,0,0,0.21802397460809192,Low
TX100296,6098,core_banking,4171.81,4,2,1,1,1,0,0.156568292085505,Low
TX100297,3633,kyc,4878.51,5,4,1,1,0,0,0.19321523466987514,Low
TX100298,2707,kyc,24712.77,4,3,1,1,0,0,0.22010526435745148,Low
TX100299,1129,cards,1585.91,9,4,1,1,0,1,0.39544208029629246,Medium
TX100300,3182,kyc,3385.06,5,1,1,1,0,0,0.09695522175251824,Low
TX100301,5957,cards,2315.96,2,2,1,0,0,0,0.10349863420381722,Low
TX100302,1059,cards,1125.67,4,5,1,1,0,0,0.16929927989581178,Low
TX100303,6376,core_banking,480.62,6,3,1,1,0,0,0.17462769684461363,Low
TX100304,4256,wire,13313.23,3,1,1,1,1,1,0.13078486380352347,Low
TX100305,1841,cards,1695.61,6,0,1,1,0,0,0.09443445621094773,Low
TX100306,2813,cards,2834.46,10,2,1,1,0,1,0.3541620829760895,Medium
TX100307,4324,cards,5600.39,6,2,1,0,1,0,0.4075781312002947,Medium
TX100308,2894,kyc,1107.66,1,4,1,0,1,0,0.19290681251042108,Low
TX100309,1651,wire,1580.64,1,1,1,1,1,0,0.05392755370839321,Low
TX100310,4995,core_banking,3562.63,8,2,1,1,0,1,0.24318286825221544,Low
TX100311,5033,core_banking,2348.94,2,4,1,1,0,0,0.086448799307926,Low
TX100312,1713,core_banking,1016.48,7,1,1,1,1,0,0.23068928856959894,Low
TX100313,2687,core_banking,6682.09,1,4,1,1,1,0,0.12607397991805974,Low
TX100314,2463,wire,2288.76,4,3,1,1,1,0,0.18244142335638644,Low
TX100315,4956,core_banking,4174.5,3,4,1,0,0,0,0.2118362169892359,Low
TX100316,5381,core_banking,3854.25,6,0,1,1,0,0,0.10109640285190227,Low
TX100317,5361,core_banking,9600.91,5,3,1,1,0,0,0.1803514579209757,Low
TX100318,6632,wire,5182.63,6,1,1,1,0,0,0.13140327157841925,Low
TX100319,5611,kyc,1536.72,8,2,1,1,0,1,0.23037148362390863,Low
TX100320,2924,wire,11640.04,2,3,1,1,0,0,0.09257442803729439,Low
TX100321,1646,kyc,2268.15,4,0,1,1,0,0,0.05729096500671308,Low
TX100322,4687,wire,1613.47,7,2,1,1,0,0,0.184895044144875,Low
TX100323,6496,kyc,1391.28,4,0,1,0,0,0,0.10609114831341176,Low
TX100324,6850,cards,349.5,2,2,1,1,0,0,0.05079786247723541,Low
TX100325,2381,kyc,1981.33,5,4,1,1,0,0,0.1778980983696614,Low
TX100326,2418,wire,5413.54,6,4,1,1,0,0,0.2440640240822749,Low
TX100327,1224,core_banking,932.75,7,1,1,1,0,0,0.14712207379251502,Low
TX100328,1847,core_banking,20102.53,9,3,1,1,1,1,0.6279865057272739,Medium
TX100329,4329,kyc,387.35,7,5,1,1,0,0,0.3150870607990564,Low
TX100330,4280,cards,1663.71,8,4,1,1,0,1,0.33141987970056186,Low
TX100331,3225,cards,822.59,4,5,1,1,0,0,0.16781265938498494,Low
TX100332,2859,kyc,9118.61,9,3,1,1,0,1,0.3987086482694578,Medium
TX100333,5978,kyc,6991.82,3,1,1,1,0,0,0.06505307425801948,Low
TX100334,3760,core_banking,2790.46,1,3,1,1,0,0,0.053538265509292325,Low
TX100335,5849,wire,878.51,6,3,1,1,1,0,0.271059817332692,Low
TX100336,6779,kyc,1098.32,6,2,1,1,0,0,0.1441107605748837,Low
TX100337,2902,cards,4675.01,7,4,1,1,0,0,0.29392960339392077,Low
TX100338,2216,wire,1851.7,6,1,1,1,0,0,0.11865902905743497,Low
TX100339,6717,cards,2075.5,3,3,1,1,1,0,0.14339700736374675,Low
